PURCHASE#,CLIENT#,PER#,PAYMENTMETHOD,DELIVERYMETHOD,TOTALAMOUNT
3633,135,2854,Credit Card,Mail,6.5
3634,135,2854,Debit Card,Mail,6.5
3635,2198,2855,Debit Card,Pick Up,6
3636,86,2856,Debit Card,Mail,6.5
3637,2596,2857,Credit Card,Mail,6.5
3638,2323,2858,Credit Card,Pick Up,6
3639,932,2859,Debit Card,Pick Up,6
3640,235,2860,Debit Card,Pick Up,6
3641,625,2861,Cash,Pick Up,6
3642,625,2861,Cash,Mail,6.5
3643,275,2862,Cash,Mail,6.5
3644,275,2862,Debit Card,Pick Up,6
3645,486,2863,Debit Card,Pick Up,6
3646,2253,2864,Cash,Mail,6.5
3647,1639,2865,Cash,Pick Up,6
3648,1639,2865,Credit Card,Mail,6.5
3649,784,2866,Debit Card,Pick Up,6
3650,71,2867,Debit Card,Pick Up,6
3651,3897,2868,Credit Card,Pick Up,6
3652,232,2869,Credit Card,Mail,6.5
3653,1207,2870,Debit Card,Mail,6.5
3654,1608,2871,Cash,Pick Up,6
3655,889,2872,Debit Card,Pick Up,6
3656,889,2872,Debit Card,Pick Up,6
3657,3702,2873,Credit Card,Pick Up,6
3658,3702,2873,Cash,Pick Up,6
3659,3124,2874,Debit Card,Mail,6.5
3660,3621,2875,Credit Card,Pick Up,6
3661,4429,2876,Cash,Mail,6.5
3662,4429,2876,Debit Card,Mail,6.5
3663,2645,2877,Cash,Pick Up,6
3664,3402,2878,Cash,Mail,6.5
3665,3799,2879,Cash,Mail,6.5
3666,4360,2880,Credit Card,Pick Up,6
3667,4177,2881,Credit Card,Mail,6.5
3668,3544,2882,Debit Card,Mail,6.5
3669,4236,2883,Cash,Mail,6.5
3670,4236,2883,Debit Card,Mail,6.5
3671,4040,2884,Debit Card,Mail,6.5
3672,4040,2884,Credit Card,Pick Up,6
3673,2817,2885,Cash,Mail,6.5
3674,3751,2886,Cash,Mail,6.5
3675,4805,2887,Debit Card,Mail,6.5
3676,4805,2887,Credit Card,Mail,6.5
3677,3168,2888,Credit Card,Pick Up,6
3678,1653,2889,Debit Card,Pick Up,6
3679,3054,2890,Cash,Pick Up,6
3680,164,2891,Cash,Mail,6.5
3681,4455,2892,Credit Card,Pick Up,6
3682,3298,2893,Cash,Pick Up,6
3683,3293,2894,Debit Card,Pick Up,6
3684,3293,2894,Credit Card,Pick Up,6
3685,3247,2895,Debit Card,Mail,6.5
3686,3247,2895,Debit Card,Pick Up,6
3687,4141,2896,Cash,Pick Up,6
3688,1316,2897,Credit Card,Pick Up,6
3689,2650,2898,Credit Card,Pick Up,6
3690,2650,2898,Cash,Pick Up,6
3691,2818,2899,Cash,Mail,6.5
3692,3275,2900,Cash,Mail,6.5
3693,3770,2901,Cash,Mail,6.5
3694,3757,2902,Credit Card,Pick Up,6
3695,3344,2903,Cash,Mail,6.5
3696,2630,2904,Credit Card,Mail,6.5
3697,1898,2905,Cash,Mail,6.5
3698,1898,2905,Debit Card,Pick Up,6
3699,2094,2906,Cash,Mail,6.5
3700,2094,2906,Cash,Mail,6.5
3701,1156,2907,Debit Card,Mail,6.5
3702,1789,2908,Cash,Mail,6.5
3703,330,2909,Debit Card,Pick Up,6
3704,330,2909,Credit Card,Mail,6.5
3705,380,2910,Debit Card,Pick Up,6
3706,1891,2911,Credit Card,Pick Up,6
3707,2218,2912,Cash,Pick Up,6
3708,2177,2913,Debit Card,Pick Up,6
3709,1379,2914,Debit Card,Pick Up,6
3710,2219,2915,Debit Card,Pick Up,6
3711,3506,2916,Cash,Pick Up,6
3712,3506,2916,Cash,Pick Up,6
3713,2186,2917,Cash,Pick Up,6
3714,2186,2917,Debit Card,Mail,6.5
3715,1338,2918,Cash,Mail,6.5
3716,850,2919,Debit Card,Pick Up,6
3717,2404,2920,Cash,Mail,6.5
3718,2404,2920,Credit Card,Pick Up,6
3719,1398,2921,Cash,Mail,6.5
3720,1372,2922,Credit Card,Pick Up,6
3721,427,2923,Cash,Mail,6.5
3722,1260,2924,Cash,Pick Up,6
3723,1366,2925,Credit Card,Pick Up,6
3724,1149,2926,Cash,Mail,6.5
3725,1476,2927,Credit Card,Pick Up,6
3726,1476,2927,Credit Card,Mail,6.5
3727,1192,2928,Debit Card,Pick Up,6
3728,1192,2928,Credit Card,Mail,6.5
3729,1267,2929,Credit Card,Pick Up,6
3730,4530,2930,Debit Card,Mail,6.5
3731,2435,2931,Credit Card,Pick Up,6
3732,2435,2931,Credit Card,Pick Up,6
3733,2125,2932,Debit Card,Pick Up,6
3734,1227,2933,Cash,Pick Up,6
3735,1455,2934,Credit Card,Pick Up,6
3736,1812,2935,Debit Card,Pick Up,6
3737,991,2936,Cash,Pick Up,6
3738,131,2937,Debit Card,Mail,6.5
3739,4564,2938,Cash,Mail,6.5
3740,4564,2938,Cash,Pick Up,6
3741,4102,2939,Cash,Pick Up,6
3742,4102,2939,Credit Card,Mail,6.5
3743,3662,2940,Cash,Mail,6.5
3744,4604,2941,Credit Card,Mail,6.5
3745,4777,2942,Cash,Mail,6.5
3746,4777,2942,Credit Card,Pick Up,6
3747,3040,2943,Cash,Pick Up,6
3748,3468,2944,Cash,Pick Up,6
3749,3031,2945,Debit Card,Pick Up,6
3750,3846,2946,Cash,Pick Up,6
3751,4698,2947,Credit Card,Pick Up,6
3752,3778,2948,Cash,Pick Up,6
3753,3665,2949,Cash,Mail,6.5
3754,3665,2949,Cash,Mail,6.5
3755,4387,2950,Credit Card,Mail,6.5
3756,4387,2950,Debit Card,Pick Up,6
3757,3613,2951,Debit Card,Pick Up,6
3758,3573,2952,Cash,Mail,6.5
3759,4165,2953,Debit Card,Mail,6.5
3760,4165,2953,Debit Card,Pick Up,6
3761,4946,2954,Credit Card,Pick Up,6
3762,2861,2955,Debit Card,Pick Up,6
3763,4016,2956,Debit Card,Mail,6.5
3764,1027,2957,Debit Card,Pick Up,6
3765,4846,2958,Credit Card,Mail,6.5
3766,192,2959,Credit Card,Mail,6.5
3767,4289,2960,Cash,Pick Up,6
3768,4289,2960,Cash,Pick Up,6
3769,4160,2961,Debit Card,Mail,6.5
3770,4160,2961,Credit Card,Pick Up,6
3771,75,2962,Credit Card,Mail,6.5
3772,3500,2963,Debit Card,Pick Up,6
3773,3268,2964,Credit Card,Pick Up,6
3774,3268,2964,Debit Card,Pick Up,6
3775,3723,2965,Debit Card,Pick Up,6
3776,4702,2966,Credit Card,Pick Up,6
3777,4220,2967,Cash,Pick Up,6
3778,365,2968,Cash,Pick Up,6
3779,2676,2969,Credit Card,Mail,6.5
3780,3720,2970,Credit Card,Mail,6.5
3781,468,2971,Credit Card,Pick Up,6
3782,468,2971,Credit Card,Mail,6.5
3783,2384,2972,Debit Card,Pick Up,6
3784,2384,2972,Debit Card,Mail,6.5
3785,1496,2973,Debit Card,Mail,6.5
3786,475,2974,Debit Card,Pick Up,6
3787,2100,2975,Debit Card,Mail,6.5
3788,2100,2975,Debit Card,Pick Up,6
3789,545,2976,Cash,Pick Up,6
4993,1410,3922,Credit Card,Pick Up,6
4994,937,3923,Debit Card,Pick Up,6
4995,563,3924,Cash,Mail,6.5
4996,2564,3925,Credit Card,Pick Up,6
4997,1341,3926,Debit Card,Pick Up,6
4998,315,3927,Debit Card,Pick Up,6
4999,2698,3928,Debit Card,Pick Up,6
5000,2698,3928,Cash,Mail,6.5
5001,3424,3929,Cash,Pick Up,6
5002,3424,3929,Credit Card,Pick Up,6
5003,4889,3930,Cash,Mail,6.5
5004,3739,3931,Cash,Mail,6.5
5005,2719,3932,Debit Card,Mail,6.5
5006,2719,3932,Cash,Mail,6.5
5007,4239,3933,Cash,Mail,6.5
5008,2712,3934,Debit Card,Pick Up,6
5009,3893,3935,Debit Card,Pick Up,6
5010,3122,3936,Debit Card,Pick Up,6
5011,3162,3937,Debit Card,Mail,6.5
5012,3343,3938,Cash,Mail,6.5
5013,4887,3939,Cash,Pick Up,6
5014,4887,3939,Cash,Pick Up,6
5015,4740,3940,Cash,Mail,6.5
5016,4740,3940,Cash,Mail,6.5
5017,1159,3941,Debit Card,Pick Up,6
5018,4809,3942,Credit Card,Pick Up,6
5019,3224,3943,Cash,Mail,6.5
5020,3224,3943,Debit Card,Mail,6.5
5021,3676,3944,Credit Card,Pick Up,6
5022,3761,3945,Debit Card,Pick Up,6
5023,2578,3946,Cash,Mail,6.5
5024,4738,3947,Cash,Pick Up,6
5025,3967,3948,Cash,Mail,6.5
5026,4331,3949,Credit Card,Mail,6.5
5027,4755,3950,Cash,Pick Up,6
5028,4755,3950,Credit Card,Mail,6.5
5029,3643,3951,Credit Card,Mail,6.5
5030,3643,3951,Cash,Pick Up,6
5031,2701,3952,Cash,Pick Up,6
5032,4729,3953,Credit Card,Pick Up,6
5033,4998,3954,Credit Card,Mail,6.5
5034,4998,3954,Cash,Pick Up,6
5035,4636,3955,Debit Card,Mail,6.5
5036,1052,3956,Debit Card,Pick Up,6
5037,3645,3957,Cash,Pick Up,6
5038,4902,3958,Credit Card,Mail,6.5
5039,3456,3959,Debit Card,Mail,6.5
5040,3190,3960,Cash,Mail,6.5
5041,247,3961,Credit Card,Mail,6.5
5042,247,3961,Debit Card,Mail,6.5
5043,3403,3962,Debit Card,Pick Up,6
5044,3403,3962,Credit Card,Mail,6.5
5045,1219,3963,Debit Card,Pick Up,6
5046,2407,3964,Cash,Mail,6.5
5047,2052,3965,Cash,Mail,6.5
5048,2052,3965,Cash,Pick Up,6
5049,1493,3966,Debit Card,Mail,6.5
5050,4345,3967,Credit Card,Pick Up,6
5051,1085,3968,Cash,Pick Up,6
5052,1613,3969,Cash,Mail,6.5
5053,443,3970,Credit Card,Pick Up,6
5054,1705,3971,Cash,Mail,6.5
5055,1601,3972,Cash,Pick Up,6
5056,1601,3972,Credit Card,Pick Up,6
5057,266,3973,Credit Card,Mail,6.5
5058,266,3973,Credit Card,Pick Up,6
5059,2357,3974,Credit Card,Pick Up,6
5060,182,3975,Debit Card,Pick Up,6
5061,1275,3976,Cash,Mail,6.5
5062,1275,3976,Debit Card,Mail,6.5
5063,1652,3977,Credit Card,Pick Up,6
5064,1230,3978,Cash,Pick Up,6
5065,1374,3979,Debit Card,Mail,6.5
5066,3715,3980,Credit Card,Pick Up,6
5067,1475,3981,Credit Card,Pick Up,6
5068,2279,3982,Debit Card,Pick Up,6
5069,1272,3983,Cash,Mail,6.5
5070,1272,3983,Debit Card,Pick Up,6
5071,2359,3984,Debit Card,Pick Up,6
5072,2359,3984,Credit Card,Mail,6.5
5073,607,3985,Debit Card,Pick Up,6
5074,1631,3986,Debit Card,Mail,6.5
5075,1227,3987,Debit Card,Mail,6.5
5076,1227,3987,Cash,Pick Up,6
5077,399,3988,Cash,Pick Up,6
5078,413,3989,Debit Card,Mail,6.5
5079,978,3990,Credit Card,Pick Up,6
5080,982,3991,Credit Card,Pick Up,6
5081,662,3992,Debit Card,Pick Up,6
5082,4091,3993,Debit Card,Pick Up,6
5083,3967,3994,Debit Card,Mail,6.5
5084,3967,3994,Cash,Pick Up,6
5085,2561,3995,Cash,Pick Up,6
5086,2561,3995,Credit Card,Mail,6.5
5087,4551,3996,Debit Card,Pick Up,6
5088,4745,3997,Debit Card,Mail,6.5
5089,1642,3998,Cash,Mail,6.5
5090,1642,3998,Cash,Pick Up,6
5091,3596,3999,Cash,Mail,6.5
5092,4880,4000,Credit Card,Pick Up,6
5093,3044,4001,Debit Card,Pick Up,6
5094,761,4002,Cash,Pick Up,6
5095,2781,4003,Credit Card,Pick Up,6
5096,1406,4004,Credit Card,Pick Up,6
5097,4498,4005,Credit Card,Mail,6.5
5098,4498,4005,Debit Card,Mail,6.5
5099,4338,4006,Cash,Mail,6.5
5100,4338,4006,Credit Card,Mail,6.5
5101,4398,4007,Credit Card,Pick Up,6
5102,4225,4008,Credit Card,Mail,6.5
5103,2412,4009,Debit Card,Pick Up,6
5104,2412,4009,Credit Card,Mail,6.5
5105,3993,4010,Credit Card,Mail,6.5
5106,4652,4011,Cash,Pick Up,6
5107,4750,4012,Debit Card,Mail,6.5
5108,3139,4013,Debit Card,Mail,6.5
5109,4177,4014,Cash,Mail,6.5
5110,2172,4015,Credit Card,Pick Up,6
5111,670,4016,Credit Card,Mail,6.5
5112,670,4016,Cash,Mail,6.5
5113,2717,4017,Debit Card,Pick Up,6
5114,2717,4017,Credit Card,Pick Up,6
5115,4157,4018,Cash,Pick Up,6
5116,2998,4019,Cash,Pick Up,6
5117,3449,4020,Credit Card,Pick Up,6
5118,3449,4020,Credit Card,Pick Up,6
5119,4729,4021,Credit Card,Pick Up,6
5120,4690,4022,Debit Card,Pick Up,6
5121,2679,4023,Cash,Pick Up,6
5122,3936,4024,Debit Card,Mail,6.5
5123,3968,4025,Credit Card,Mail,6.5
5124,2988,4026,Debit Card,Pick Up,6
5125,1425,4027,Cash,Mail,6.5
5126,1425,4027,Debit Card,Mail,6.5
5127,2384,4028,Debit Card,Mail,6.5
5128,2384,4028,Debit Card,Pick Up,6
5129,7,4029,Cash,Mail,6.5
5130,2103,4030,Debit Card,Pick Up,6
5131,131,4031,Cash,Pick Up,6
5132,131,4031,Cash,Mail,6.5
5133,1264,4032,Cash,Pick Up,6
5134,412,4033,Cash,Pick Up,6
5135,421,4034,Debit Card,Pick Up,6
5136,2206,4035,Credit Card,Pick Up,6
5137,708,4036,Debit Card,Mail,6.5
5138,1761,4037,Credit Card,Mail,6.5
5139,2195,4038,Cash,Mail,6.5
5140,2195,4038,Debit Card,Pick Up,6
5141,2196,4039,Debit Card,Mail,6.5
5142,2196,4039,Debit Card,Pick Up,6
5143,27,4040,Credit Card,Pick Up,6
5144,2245,4041,Cash,Pick Up,6
5145,2561,4042,Credit Card,Mail,6.5
5146,2561,4042,Debit Card,Pick Up,6
5147,658,4043,Debit Card,Pick Up,6
5148,848,4044,Debit Card,Mail,6.5
5149,635,4045,Debit Card,Mail,6.5
5150,2404,4046,Cash,Mail,6.5
5151,2424,4047,Cash,Mail,6.5
5152,23,4048,Credit Card,Pick Up,6
5153,484,4049,Credit Card,Pick Up,6
5154,484,4049,Debit Card,Mail,6.5
5155,2159,4050,Credit Card,Pick Up,6
5156,2159,4050,Credit Card,Pick Up,6
5157,2549,4051,Cash,Pick Up,6
5158,1523,4052,Debit Card,Mail,6.5
5159,34,4053,Cash,Pick Up,6
5160,34,4053,Credit Card,Mail,6.5
5161,2477,4054,Debit Card,Pick Up,6
5162,1157,4055,Debit Card,Pick Up,6
5163,1372,4056,Debit Card,Mail,6.5
5164,1319,4057,Cash,Mail,6.5
5165,1687,4058,Cash,Pick Up,6
5166,843,4059,Cash,Pick Up,6
5167,3041,4060,Debit Card,Mail,6.5
5168,3041,4060,Cash,Pick Up,6
5169,3558,4061,Debit Card,Mail,6.5
5170,3558,4061,Debit Card,Pick Up,6
5171,2670,4062,Cash,Pick Up,6
5172,4819,4063,Credit Card,Pick Up,6
5173,3460,4064,Debit Card,Mail,6.5
5174,3460,4064,Debit Card,Pick Up,6
5175,3943,4065,Credit Card,Pick Up,6
5176,3927,4066,Credit Card,Pick Up,6
5177,1659,4067,Cash,Mail,6.5
5178,3107,4068,Credit Card,Pick Up,6
5179,4884,4069,Cash,Mail,6.5
5180,4886,4070,Credit Card,Mail,6.5
5181,3748,4071,Debit Card,Pick Up,6
5182,3748,4071,Credit Card,Mail,6.5
5183,4176,4072,Credit Card,Pick Up,6
5184,4176,4072,Credit Card,Pick Up,6
5185,2745,4073,Cash,Mail,6.5
5186,2896,4074,Cash,Mail,6.5
5187,3072,4075,Cash,Pick Up,6
5188,3072,4075,Cash,Pick Up,6
5189,4478,4076,Cash,Pick Up,6
5190,3177,4077,Debit Card,Pick Up,6
5191,4490,4078,Credit Card,Mail,6.5
5192,1023,4079,Cash,Mail,6.5
5193,4169,4080,Debit Card,Mail,6.5
5194,2689,4081,Cash,Mail,6.5
5195,4676,4082,Credit Card,Pick Up,6
5196,4676,4082,Debit Card,Pick Up,6
5197,4099,4083,Credit Card,Mail,6.5
5198,4099,4083,Debit Card,Pick Up,6
5199,2926,4084,Cash,Pick Up,6
5200,2764,4085,Cash,Pick Up,6
5201,2893,4086,Debit Card,Mail,6.5
5202,2893,4086,Debit Card,Pick Up,6
5203,4201,4087,Cash,Pick Up,6
5204,2985,4088,Debit Card,Pick Up,6
5205,4176,4089,Cash,Mail,6.5
5206,4759,4090,Debit Card,Mail,6.5
5207,4209,4091,Credit Card,Pick Up,6
5208,3431,4092,Debit Card,Mail,6.5
5209,3008,4093,Credit Card,Pick Up,6
5210,3008,4093,Debit Card,Pick Up,6
5211,1570,4094,Debit Card,Mail,6.5
5212,1570,4094,Credit Card,Pick Up,6
5213,277,4095,Credit Card,Mail,6.5
5214,1959,4096,Credit Card,Pick Up,6
5215,1849,4097,Cash,Mail,6.5
5216,1849,4097,Credit Card,Mail,6.5
5217,1869,4098,Credit Card,Pick Up,6
5218,2449,4099,Cash,Pick Up,6
5219,4712,4100,Debit Card,Mail,6.5
5220,1382,4101,Debit Card,Pick Up,6
5221,1685,4102,Credit Card,Mail,6.5
5222,526,4103,Cash,Pick Up,6
5223,1408,4104,Cash,Mail,6.5
5224,1408,4104,Credit Card,Mail,6.5
5225,1689,4105,Credit Card,Mail,6.5
5226,1689,4105,Cash,Mail,6.5
5227,1475,4106,Cash,Pick Up,6
5228,808,4107,Cash,Mail,6.5
5229,1658,4108,Credit Card,Pick Up,6
5230,1658,4108,Debit Card,Mail,6.5
5231,2004,4109,Debit Card,Mail,6.5
5232,1791,4110,Debit Card,Mail,6.5
5233,2419,4111,Cash,Pick Up,6
5234,1289,4112,Credit Card,Mail,6.5
5235,2530,4113,Debit Card,Pick Up,6
5236,532,4114,Cash,Mail,6.5
5237,993,4115,Debit Card,Pick Up,6
5238,993,4115,Debit Card,Pick Up,6
5239,3250,4116,Cash,Pick Up,6
5240,3250,4116,Credit Card,Pick Up,6
5241,159,4117,Debit Card,Pick Up,6
5242,1219,4118,Cash,Pick Up,6
5243,1364,4119,Debit Card,Pick Up,6
5244,1364,4119,Debit Card,Mail,6.5
5245,2812,4120,Credit Card,Mail,6.5
5246,1972,4121,Debit Card,Pick Up,6
5247,82,4122,Cash,Mail,6.5
5248,147,4123,Debit Card,Pick Up,6
5249,283,4124,Credit Card,Pick Up,6
5250,2529,4125,Cash,Pick Up,6
5251,4187,4126,Cash,Pick Up,6
5252,4187,4126,Credit Card,Pick Up,6
5253,2612,4127,Cash,Pick Up,6
5254,2612,4127,Credit Card,Pick Up,6
5255,4250,4128,Credit Card,Mail,6.5
5256,3643,4129,Debit Card,Pick Up,6
5257,4678,4130,Debit Card,Mail,6.5
5258,4678,4130,Debit Card,Mail,6.5
5259,190,4131,Credit Card,Mail,6.5
5260,3010,4132,Debit Card,Mail,6.5
5261,4829,4133,Cash,Mail,6.5
5262,3444,4134,Debit Card,Pick Up,6
5263,3536,4135,Cash,Mail,6.5
5264,4386,4136,Debit Card,Mail,6.5
5265,3387,4137,Cash,Pick Up,6
5266,3387,4137,Debit Card,Pick Up,6
5267,3803,4138,Debit Card,Mail,6.5
5268,3803,4138,Debit Card,Mail,6.5
5269,4233,4139,Credit Card,Pick Up,6
5270,385,4140,Cash,Mail,6.5
5271,4529,4141,Cash,Mail,6.5
5272,4529,4141,Debit Card,Mail,6.5
5273,3875,4142,Credit Card,Pick Up,6
5274,1521,4143,Cash,Pick Up,6
5275,4427,4144,Credit Card,Pick Up,6
5276,4648,4145,Debit Card,Pick Up,6
5277,3833,4146,Cash,Pick Up,6
5278,4261,4147,Credit Card,Pick Up,6
5279,4275,4148,Credit Card,Mail,6.5
5280,4275,4148,Credit Card,Mail,6.5
5281,2624,4149,Cash,Pick Up,6
5282,2624,4149,Credit Card,Pick Up,6
5283,2959,4150,Cash,Pick Up,6
5284,4368,4151,Cash,Pick Up,6
5285,3120,4152,Credit Card,Mail,6.5
5286,3120,4152,Credit Card,Mail,6.5
5287,4660,4153,Credit Card,Mail,6.5
5288,3615,4154,Cash,Pick Up,6
5289,3839,4155,Debit Card,Mail,6.5
5290,3528,4156,Debit Card,Pick Up,6
5291,4818,4157,Credit Card,Mail,6.5
5292,3321,4158,Cash,Pick Up,6
5293,2039,4159,Debit Card,Pick Up,6
5294,2039,4159,Cash,Pick Up,6
5295,227,4160,Credit Card,Pick Up,6
5296,227,4160,Credit Card,Mail,6.5
5297,1433,4161,Credit Card,Mail,6.5
5298,1672,4162,Cash,Mail,6.5
5299,92,4163,Cash,Pick Up,6
5300,92,4163,Cash,Mail,6.5
5301,4054,4164,Cash,Mail,6.5
5302,4985,4165,Credit Card,Mail,6.5
5303,2321,4166,Debit Card,Pick Up,6
5304,4777,4167,Debit Card,Mail,6.5
5305,45,4168,Credit Card,Mail,6.5
5306,2019,4169,Credit Card,Pick Up,6
5307,1763,4170,Cash,Pick Up,6
5308,1763,4170,Debit Card,Pick Up,6
5309,486,4171,Credit Card,Pick Up,6
5310,486,4171,Debit Card,Mail,6.5
5311,957,4172,Debit Card,Mail,6.5
5312,2260,4173,Cash,Pick Up,6
5313,1500,4174,Debit Card,Pick Up,6
5314,1500,4174,Debit Card,Mail,6.5
5315,194,4175,Debit Card,Mail,6.5
5316,4859,4176,Debit Card,Pick Up,6
5317,2495,4177,Credit Card,Mail,6.5
5318,1889,4178,Debit Card,Mail,6.5
5319,1098,4179,Cash,Pick Up,6
5320,4722,4180,Debit Card,Mail,6.5
5321,714,4181,Cash,Mail,6.5
5322,714,4181,Credit Card,Pick Up,6
5323,1251,4182,Cash,Pick Up,6
5324,1251,4182,Debit Card,Pick Up,6
5325,1734,4183,Credit Card,Mail,6.5
5326,544,4184,Credit Card,Pick Up,6
5327,1445,4185,Credit Card,Mail,6.5
5328,1445,4185,Credit Card,Pick Up,6
5329,399,4186,Credit Card,Pick Up,6
5330,1257,4187,Cash,Pick Up,6
5331,619,4188,Credit Card,Mail,6.5
5332,1570,4189,Cash,Mail,6.5
5333,2516,4190,Debit Card,Pick Up,6
5334,666,4191,Debit Card,Pick Up,6
5335,3914,4192,Credit Card,Mail,6.5
5336,3914,4192,Debit Card,Mail,6.5
5337,3377,4193,Credit Card,Pick Up,6
5338,3377,4193,Debit Card,Pick Up,6
5339,2929,4194,Credit Card,Pick Up,6
5340,3265,4195,Debit Card,Pick Up,6
5341,3874,4196,Cash,Pick Up,6
5342,3874,4196,Debit Card,Mail,6.5
5343,879,4197,Credit Card,Pick Up,6
5344,3020,4198,Cash,Mail,6.5
5345,2643,4199,Debit Card,Pick Up,6
5346,4394,4200,Credit Card,Mail,6.5
5347,2728,4201,Cash,Pick Up,6
5348,3516,4202,Debit Card,Pick Up,6
5349,4420,4203,Cash,Pick Up,6
5350,4420,4203,Credit Card,Pick Up,6
5351,3009,4204,Credit Card,Pick Up,6
5352,3009,4204,Debit Card,Pick Up,6
5353,3366,4205,Credit Card,Mail,6.5
5354,4790,4206,Cash,Pick Up,6
5355,3873,4207,Credit Card,Mail,6.5
5356,3873,4207,Credit Card,Pick Up,6
5357,4842,4208,Cash,Mail,6.5
5358,3917,4209,Cash,Pick Up,6
5359,3913,4210,Cash,Pick Up,6
5360,2085,4211,Cash,Pick Up,6
5361,1732,4212,Cash,Pick Up,6
5362,4859,4213,Credit Card,Mail,6.5
5363,3413,4214,Credit Card,Pick Up,6
5364,3413,4214,Debit Card,Pick Up,6
5365,3392,4215,Debit Card,Pick Up,6
5366,3392,4215,Debit Card,Mail,6.5
5367,3427,4216,Credit Card,Pick Up,6
5368,4165,4217,Credit Card,Pick Up,6
5369,2981,4218,Debit Card,Mail,6.5
5370,2981,4218,Credit Card,Pick Up,6
5371,3970,4219,Debit Card,Pick Up,6
5372,833,4220,Cash,Mail,6.5
5373,4848,4221,Credit Card,Pick Up,6
5374,4156,4222,Debit Card,Pick Up,6
5375,3208,4223,Credit Card,Pick Up,6
5376,4280,4224,Credit Card,Mail,6.5
5377,4328,4225,Debit Card,Pick Up,6
5378,4328,4225,Credit Card,Mail,6.5
5379,2594,4226,Debit Card,Mail,6.5
5380,2594,4226,Credit Card,Pick Up,6
5381,666,4227,Credit Card,Pick Up,6
5382,1178,4228,Cash,Pick Up,6
5383,1343,4229,Cash,Pick Up,6
5384,1343,4229,Cash,Pick Up,6
5385,3798,4230,Cash,Mail,6.5
5386,2566,4231,Debit Card,Mail,6.5
5387,1744,4232,Debit Card,Pick Up,6
5388,952,4233,Cash,Mail,6.5
5389,1211,4234,Debit Card,Pick Up,6
5390,1924,4235,Debit Card,Pick Up,6
5391,1409,4236,Cash,Mail,6.5
5392,1409,4236,Credit Card,Pick Up,6
5393,573,4237,Credit Card,Mail,6.5
5394,573,4237,Credit Card,Mail,6.5
5395,3190,4238,Debit Card,Mail,6.5
5396,150,4239,Debit Card,Mail,6.5
5397,2256,4240,Debit Card,Pick Up,6
5398,2256,4240,Credit Card,Pick Up,6
5399,1144,4241,Credit Card,Mail,6.5
5400,39,4242,Debit Card,Pick Up,6
5401,735,4243,Cash,Pick Up,6
5402,209,4244,Cash,Pick Up,6
5403,2153,4245,Credit Card,Pick Up,6
5404,2439,4246,Cash,Mail,6.5
5405,2172,4247,Credit Card,Mail,6.5
5406,2172,4247,Cash,Pick Up,6
5407,325,4248,Cash,Mail,6.5
5408,325,4248,Debit Card,Mail,6.5
5409,608,4249,Cash,Pick Up,6
5410,3091,4250,Credit Card,Mail,6.5
5411,1906,4251,Cash,Mail,6.5
5412,1906,4251,Credit Card,Mail,6.5
5413,42,4252,Debit Card,Mail,6.5
5414,1071,4253,Debit Card,Mail,6.5
5415,4742,4254,Credit Card,Pick Up,6
5416,788,4255,Debit Card,Pick Up,6
5417,595,4256,Debit Card,Mail,6.5
5418,2567,4257,Debit Card,Mail,6.5
5419,4507,4258,Credit Card,Mail,6.5
5420,4507,4258,Cash,Mail,6.5
5421,4894,4259,Credit Card,Mail,6.5
5422,4894,4259,Credit Card,Mail,6.5
5423,4003,4260,Credit Card,Pick Up,6
5424,2973,4261,Credit Card,Mail,6.5
5425,3407,4262,Debit Card,Mail,6.5
5426,3407,4262,Debit Card,Mail,6.5
5427,3826,4263,Debit Card,Pick Up,6
5428,3072,4264,Cash,Pick Up,6
5429,3158,4265,Cash,Pick Up,6
5430,2901,4266,Cash,Mail,6.5
5431,4742,4267,Credit Card,Pick Up,6
5432,4543,4268,Debit Card,Mail,6.5
5433,2684,4269,Debit Card,Mail,6.5
5434,2684,4269,Debit Card,Mail,6.5
5435,3062,4270,Debit Card,Pick Up,6
5436,3062,4270,Cash,Pick Up,6
5437,3125,4271,Debit Card,Pick Up,6
5438,4321,4272,Debit Card,Mail,6.5
5439,4275,4273,Cash,Pick Up,6
5440,4275,4273,Cash,Mail,6.5
5441,3809,4274,Cash,Mail,6.5
5442,2628,4275,Credit Card,Mail,6.5
5443,2706,4276,Credit Card,Mail,6.5
5444,3900,4277,Cash,Pick Up,6
5445,4902,4278,Cash,Pick Up,6
5446,3140,4279,Debit Card,Pick Up,6
5447,4580,4280,Cash,Mail,6.5
5448,4580,4280,Credit Card,Mail,6.5
5449,3953,4281,Cash,Mail,6.5
5450,3953,4281,Debit Card,Pick Up,6
5451,4623,4282,Debit Card,Pick Up,6
5452,3123,4283,Debit Card,Pick Up,6
5453,3434,4284,Credit Card,Mail,6.5
5454,3434,4284,Debit Card,Mail,6.5
5455,2962,4285,Debit Card,Pick Up,6
5456,4578,4286,Cash,Mail,6.5
5457,2752,4287,Debit Card,Pick Up,6
5458,2776,4288,Credit Card,Pick Up,6
5459,2664,4289,Cash,Pick Up,6
5460,3012,4290,Credit Card,Mail,6.5
5461,2029,4291,Debit Card,Pick Up,6
5462,2029,4291,Cash,Pick Up,6
5463,2104,4292,Cash,Mail,6.5
5464,2104,4292,Credit Card,Mail,6.5
